,RandomForestClassifier(),SVC(),GaussianNB(),KNeighborsClassifier(),LogisticRegression(),LGBMClassifier(verbosity=-1),"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=None, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)",MLPClassifier(),pairs_num
f1_macro,0.9014814814814816,0.8962962962962961,0.8473837209302325,0.8990378392371748,0.8878205128205128,0.8793627124444634,0.8890056603425706,0.89022544508537,30
recall_weighted,0.9095238095238095,0.9047619047619048,0.8523809523809524,0.9071428571428571,0.8952380952380953,0.888095238095238,0.8976190476190476,0.8976190476190476,30
recall_macro,0.9066593340665934,0.9014098590140986,0.8788621137886211,0.9048345165483451,0.9005099490050995,0.8886361363863613,0.8959354064593541,0.9023347665233477,30
acc,0.9142857142857143,0.9166666666666666,0.861904761904762,0.9023809523809524,0.9023809523809524,0.8952380952380953,0.8952380952380953,0.9142857142857143,40
precision_weighted,0.9149911816578483,0.9186569283830391,0.8925777453838678,0.910786496168047,0.9067995235697099,0.898556566311905,0.8978257853257853,0.914051357257879,40
precision_macro,0.9037037037037037,0.9045039561777237,0.8533163265306123,0.8873971569343926,0.8879469531643445,0.880858053918253,0.8812645687645687,0.9065519323671498,40
f1_weighted,0.9145497388144447,0.9172167810041564,0.8650669511798238,0.903806500377929,0.9033921561608858,0.8961330565219018,0.8959989402097773,0.9141459919390954,40
f1_macro,0.9061009538950715,0.9093929326487465,0.8569717466356654,0.8958730158730159,0.8947632172387872,0.8865868028279655,0.8862601245722445,0.905203761755486,40
recall_weighted,0.9142857142857143,0.9166666666666666,0.861904761904762,0.9023809523809524,0.9023809523809524,0.8952380952380953,0.8952380952380953,0.9142857142857143,40
recall_macro,0.9087091290870912,0.9153334666533346,0.8877612238776122,0.9107839216078393,0.9043845615438456,0.8941105889411058,0.8925107489251074,0.9039096090390961,40
acc,0.919047619047619,0.9261904761904762,0.8571428571428571,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.919047619047619,0.919047619047619,50
precision_weighted,0.9188290775247296,0.9270342638150806,0.8803912063724976,0.922998319327731,0.9154598249354731,0.9145994208494209,0.919047619047619,0.919047619047619,50
precision_macro,0.9118357487922706,0.9162337822201432,0.8449651504035216,0.8997647058823529,0.9029359780047133,0.9045608108108107,0.9107589241075893,0.9107589241075893,50
f1_weighted,0.9189156590535902,0.9264719456248001,0.8601960393160601,0.9155777645873308,0.9146741764637205,0.914420273603947,0.919047619047619,0.919047619047619,50
f1_macro,0.9104702194357367,0.9192663281061071,0.8508911031691557,0.9086868296453763,0.9063869833329206,0.9058084772370486,0.9107589241075892,0.9107589241075892,50
recall_weighted,0.919047619047619,0.9261904761904762,0.8571428571428571,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.919047619047619,0.919047619047619,50
recall_macro,0.9091590840915909,0.9226327367263274,0.8761123887611239,0.9247075292470752,0.9103089691030897,0.9071092890710929,0.9107589241075893,0.9107589241075893,50
acc,0.930952380952381,0.9357142857142857,0.8666666666666667,0.919047619047619,0.9214285714285714,0.919047619047619,0.9261904761904762,0.9238095238095239,60
precision_weighted,0.9306645894840815,0.9369419178407943,0.8879882363753331,0.9328579830112005,0.9233614468307104,0.9188290775247296,0.9259295457851415,0.9238095238095239,60
precision_macro,0.9269808586898498,0.9257178526841447,0.8538737248414667,0.9052372550840375,0.9096165550821668,0.9118357487922706,0.9203630304713337,0.916008399160084,60
f1_weighted,0.9306630710326736,0.9360508975875045,0.8694494513487019,0.9205351161423513,0.9219472506610618,0.9189156590535902,0.9260083151441424,0.9238095238095239,60
f1_macro,0.9232567370881666,0.9298957090486464,0.8605445403661892,0.9145851277634223,0.9145704793545325,0.9104702194357367,0.9182361105005683,0.916008399160084,60
recall_weighted,0.930952380952381,0.9357142857142857,0.8666666666666667,0.919047619047619,0.9214285714285714,0.919047619047619,0.9261904761904762,0.9238095238095239,60
recall_macro,0.9198830116988301,0.9347315268473153,0.885011498850115,0.9363563643635636,0.9205829417058294,0.9091590840915909,0.9162333766623337,0.916008399160084,60
acc,0.9357142857142857,0.9380952380952381,0.8738095238095238,0.9285714285714286,0.9333333333333333,0.9285714285714286,0.9261904761904762,0.9261904761904762,70
precision_weighted,0.935468255783973,0.9395534290271133,0.8924986083525199,0.9394115369725126,0.935421522921523,0.9285714285714286,0.9258609231841901,0.9270342638150806,70
precision_macro,0.9323190726759705,0.9278879015721121,0.8601715431970671,0.9146341463414634,0.9220571095571095,0.9212578742125788,0.9216426447037291,0.9162337822201432,70
f1_weighted,0.935444928202834,0.9384620811287477,0.8763368011150832,0.9297733516483517,0.9338175074062222,0.9285714285714286,0.9258812138625132,0.9264719456248001,70
f1_macro,0.9285493759096723,0.9325925925925926,0.8675937877336887,0.9242788461538463,0.9276200792732465,0.9212578742125788,0.9179640982666608,0.9192663281061071,70
recall_weighted,0.9357142857142857,0.9380952380952381,0.8738095238095238,0.9285714285714286,0.9333333333333333,0.9285714285714286,0.9261904761904762,0.9261904761904762,70
recall_macro,0.9251324867513249,0.9381561843815618,0.8904859514048595,0.9436556344365563,0.9345065493450655,0.9212578742125788,0.9146335366463354,0.9226327367263274,70
acc,0.9404761904761905,0.9428571428571428,0.8738095238095238,0.9142857142857143,0.9214285714285714,0.9166666666666666,0.9380952380952381,0.9380952380952381,80
precision_weighted,0.9402877507570648,0.9437871731567725,0.8909292753833773,0.9268003512880562,0.9233614468307104,0.9163574091371925,0.9380952380952381,0.9383356045120752,80
precision_macro,0.9362677034157179,0.9338668499607227,0.8596245867911879,0.9001024590163935,0.9096165550821668,0.9097599151750777,0.9317568243175682,0.9306438791732909,80
f1_weighted,0.9403292864065663,0.9431161176424805,0.8762580934156662,0.9157965418834983,0.9219472506610618,0.9164610009691931,0.9380952380952381,0.9381924198250728,80
f1_macro,0.9340613794359423,0.937591322221947,0.8673033245703452,0.9093503441329528,0.9145704793545325,0.9076859312103192,0.9317568243175682,0.9319727891156462,80
recall_weighted,0.9404761904761905,0.9428571428571428,0.8738095238095238,0.9142857142857143,0.9214285714285714,0.9166666666666666,0.9380952380952381,0.9380952380952381,80
recall_macro,0.931981801819818,0.9418058194180582,0.8888861113888611,0.9295070492950706,0.9205829417058294,0.9057344265573443,0.9317568243175682,0.9333566643335667,80
acc,0.9428571428571428,0.9523809523809523,0.8833333333333333,0.9285714285714286,0.9380952380952381,0.9523809523809523,0.9357142857142857,0.9380952380952381,90
precision_weighted,0.9426660683525613,0.9523809523809523,0.8972797656413476,0.9394115369725126,0.9386596119929452,0.9525773147096677,0.9355235486242425,0.9380012627931221,90
precision_macro,0.9396088762792583,0.9475052494750524,0.8684871311989956,0.9146341463414634,0.9296296296296296,0.9462937201907791,0.9337796666581326,0.9372494603761949,90
f1_weighted,0.9426673567977916,0.9523809523809523,0.8854341451535311,0.9297733516483517,0.9382859224770989,0.9524557075577486,0.9353302174354806,0.9376686980395561,90
f1_macro,0.9365942028985508,0.9475052494750524,0.8767598253798108,0.9242788461538463,0.9321840222575517,0.9476713762428048,0.9283072546230441,0.9308440571486473,90
recall_weighted,0.9428571428571428,0.9523809523809523,0.8833333333333333,0.9285714285714286,0.9380952380952381,0.9523809523809523,0.9357142857142857,0.9380952380952381,90
recall_macro,0.9338066193380662,0.9475052494750524,0.8961853814618538,0.9436556344365563,0.9349565043495651,0.9491050894910509,0.9235326467353264,0.9253574642535747,90
acc,0.9404761904761905,0.9523809523809523,0.8785714285714286,0.9333333333333333,0.9452380952380952,0.9476190476190476,0.9476190476190476,0.9452380952380952,100
precision_weighted,0.9402719220838646,0.9523809523809523,0.894072980034639,0.9440613026819923,0.9455977234748377,0.9476190476190476,0.9474953991258338,0.9455977234748377,100
precision_macro,0.9376572866620911,0.9475052494750524,0.8640093650756856,0.9195402298850575,0.9379256544243295,0.9422557744225577,0.9435386473429952,0.9379256544243295,100
f1_weighted,0.9402267853729945,0.9523809523809523,0.8808458337778726,0.9344551282051281,0.9453658247624971,0.9476190476190476,0.9475336617405584,0.9453658247624971,100
f1_macro,0.9338420147311781,0.9475052494750524,0.8720238984316654,0.9293269230769231,0.9399160317213497,0.9422557744225577,0.9420689655172414,0.9399160317213497,100
recall_weighted,0.9404761904761905,0.9523809523809523,0.8785714285714286,0.9333333333333333,0.9452380952380952,0.9476190476190476,0.9476190476190476,0.9452380952380952,100
recall_macro,0.9303819618038196,0.9475052494750524,0.8925357464253574,0.948905109489051,0.9420307969203079,0.9422557744225577,0.9406559344065594,0.9420307969203079,100
