,RandomForestClassifier(),SVC(),GaussianNB(),KNeighborsClassifier(),LogisticRegression(),LGBMClassifier(verbosity=-1),"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=None, n_jobs=None,
              num_parallel_tree=None, objective='multi:softprob', ...)",MLPClassifier(),pairs_num
recall_weighted,0.48333333333333334,0.4714285714285714,0.24523809523809523,0.5333333333333333,0.48333333333333334,0.48095238095238096,0.4785714285714286,0.5333333333333333,30
recall_macro,0.5711447568693423,0.565296803652968,0.5670897100908299,0.5666666666666667,0.5711447568693423,0.5699751662260674,0.5647120083313306,0.5666666666666667,30
acc,0.48095238095238096,0.4714285714285714,0.24523809523809523,0.5333333333333333,0.48095238095238096,0.46904761904761905,0.47619047619047616,0.47619047619047616,40
precision_weighted,0.607055512191306,0.2664300976800977,0.46838791701953264,0.3190784995065817,0.607055512191306,0.2658544828187685,0.5387500000000001,0.5723544480296557,40
precision_macro,0.6292613027640883,0.4618238496663154,0.56799853581887,0.4760704250087812,0.6292613027640883,0.461492673992674,0.5955701754385965,0.6121501882235953,40
f1_weighted,0.3483648326987052,0.32439521263050675,0.1709805238709904,0.3868977509592711,0.3483648326987052,0.3234188220742843,0.3421666207851131,0.3385395591265015,40
f1_macro,0.49923202660673416,0.4873761210586351,0.42828429177313554,0.501485125936399,0.49923202660673416,0.4868143621084798,0.4940809704580178,0.4943397959506556,40
recall_weighted,0.48095238095238096,0.4714285714285714,0.24523809523809523,0.5333333333333333,0.48095238095238096,0.46904761904761905,0.47619047619047616,0.47619047619047616,40
recall_macro,0.5697748938556437,0.565296803652968,0.5670897100908299,0.5666666666666667,0.5697748938556437,0.5639269406392694,0.5633421453176319,0.567435712569094,40
acc,0.4785714285714286,0.4714285714285714,0.24523809523809523,0.5333333333333333,0.48095238095238096,0.46904761904761905,0.47619047619047616,0.530952380952381,50
precision_weighted,0.5930967643467644,0.2664300976800977,0.46838791701953264,0.3190784995065817,0.607055512191306,0.2658544828187685,0.5387500000000001,0.31848399616256756,50
precision_macro,0.622371794871795,0.4618238496663154,0.56799853581887,0.4760704250087812,0.6292613027640883,0.461492673992674,0.5955701754385965,0.4757783882783883,50
f1_weighted,0.3434771141658245,0.32439521263050675,0.1709805238709904,0.3868977509592711,0.3483648326987052,0.3234188220742843,0.3421666207851131,0.38586129439031347,50
f1_macro,0.4967980868236622,0.4873761210586351,0.42828429177313554,0.501485125936399,0.49923202660673416,0.4868143621084798,0.4940809704580178,0.5009759893762092,50
recall_weighted,0.4785714285714286,0.4714285714285714,0.24523809523809523,0.5333333333333333,0.48095238095238096,0.46904761904761905,0.47619047619047616,0.530952380952381,50
recall_macro,0.5686053032123688,0.565296803652968,0.5670897100908299,0.5666666666666667,0.5697748938556437,0.5639269406392694,0.5633421453176319,0.5654970760233918,50
acc,0.4785714285714286,0.4714285714285714,0.24761904761904763,0.5333333333333333,0.48095238095238096,0.46904761904761905,0.47619047619047616,0.48095238095238096,60
precision_weighted,0.5930967643467644,0.26873135971496626,0.46858553247971585,0.32123591344902824,0.5612646958647755,0.2658544828187685,0.5387500000000001,0.6093467643467644,60
precision_macro,0.622371794871795,0.4741067675493905,0.5688054130117883,0.48831441782261453,0.6179517789545644,0.461492673992674,0.5955701754385965,0.6415384615384616,60
f1_weighted,0.3434771141658245,0.32515581516697584,0.1724116829672385,0.38755989953116843,0.3493815185233267,0.3234188220742843,0.3421666207851131,0.34911895487745576,60
f1_macro,0.4967980868236622,0.49250202922077924,0.4347827481160814,0.5065950808967569,0.504516140217553,0.4868143621084798,0.4940809704580178,0.5043542063438895,60
recall_weighted,0.4785714285714286,0.4714285714285714,0.24761904761904763,0.5333333333333333,0.48095238095238096,0.46904761904761905,0.47619047619047616,0.48095238095238096,60
recall_macro,0.5686053032123688,0.565296803652968,0.5782008212019409,0.5666666666666667,0.5697748938556437,0.5639269406392694,0.5633421453176319,0.5697748938556437,60
acc,0.49047619047619045,0.4714285714285714,0.2571428571428571,0.5333333333333333,0.4976190476190476,0.4738095238095238,0.47619047619047616,0.5333333333333333,70
precision_weighted,0.6028561010552536,0.26873135971496626,0.4737151737151737,0.32123591344902824,0.596020986298202,0.5380428311712843,0.5387500000000001,0.32228109192394905,70
precision_macro,0.6273640907115483,0.4741067675493905,0.561926961926962,0.48831441782261453,0.6392958316471065,0.595263139254852,0.5955701754385965,0.48882783882783887,70
f1_weighted,0.36761174847561395,0.32515581516697584,0.1929683860049976,0.38755989953116843,0.37987731166087874,0.3335512725565135,0.3421666207851131,0.38852923667342887,70
f1_macro,0.5088534054181113,0.49250202922077924,0.4401867256138613,0.5065950808967569,0.5218344305318253,0.4918567135589703,0.4940809704580178,0.5070712465104987,70
recall_weighted,0.49047619047619045,0.4714285714285714,0.2571428571428571,0.5333333333333333,0.4976190476190476,0.4738095238095238,0.47619047619047616,0.5333333333333333,70
recall_macro,0.5744532564287431,0.565296803652968,0.5797934552693792,0.5666666666666667,0.5781623007289914,0.5662661219258192,0.5633421453176319,0.5666666666666667,70
acc,0.49047619047619045,0.4738095238095238,0.2619047619047619,0.5357142857142857,0.4976190476190476,0.4738095238095238,0.47619047619047616,0.4714285714285714,80
precision_weighted,0.603256679974102,0.2669670432275474,0.472478308500476,0.3197600835205877,0.6179499501914516,0.5380428311712843,0.5387500000000001,0.2663908877812621,80
precision_macro,0.6275945607744475,0.46277741865977157,0.5557987989022471,0.47706313294548586,0.6388837437350185,0.595263139254852,0.5955701754385965,0.4624459319646485,80
f1_weighted,0.36801300813779547,0.32615058144469905,0.19462577807966594,0.3887518711817777,0.378994534556874,0.3335512725565135,0.3421666207851131,0.32517303259935865,80
f1_macro,0.5090842671415582,0.49398523045581866,0.44736782205136627,0.5081102075494599,0.5166160966434147,0.4918567135589703,0.4940809704580178,0.49342280509274616,80
recall_weighted,0.49047619047619045,0.4738095238095238,0.2619047619047619,0.5357142857142857,0.4976190476190476,0.4738095238095238,0.47619047619047616,0.4714285714285714,80
recall_macro,0.5744532564287431,0.576407914764079,0.6020156774916015,0.5777777777777777,0.5781623007289914,0.5662661219258192,0.5633421453176319,0.5750380517503805,80
acc,0.5095238095238095,0.4785714285714286,0.26904761904761904,0.24761904761904763,0.5095238095238095,0.5,0.4928571428571429,0.5095238095238095,90
precision_weighted,0.6271634417455744,0.26635309596528434,0.4867970883498833,0.5482493980259343,0.6271634417455744,0.5980627507413222,0.5460969387755102,0.6271634417455744,90
precision_macro,0.6369068203650337,0.455204204844094,0.5560236864584691,0.6005701188941412,0.6369068203650337,0.6252289377289377,0.6036904761904762,0.6369068203650337,90
f1_weighted,0.3924719293489892,0.32873803145636576,0.20638355623049495,0.16473672743035936,0.3924719293489892,0.382895870958354,0.37410877684407096,0.3924719293489892,90
f1_macro,0.5350777322813676,0.5012747037038535,0.44926691069548214,0.4369326578352032,0.5350777322813676,0.5166151211217624,0.5122447817836812,0.5350777322813676,90
recall_weighted,0.5095238095238095,0.4785714285714286,0.26904761904761904,0.24761904761904763,0.5095238095238095,0.5,0.4928571428571429,0.5095238095238095,90
recall_macro,0.6138348153488745,0.5986301369863014,0.6055244494214259,0.5980838621376134,0.6138348153488745,0.5793318913722663,0.5717295521909798,0.6138348153488745,90
acc,0.5047619047619047,0.4785714285714286,0.2714285714285714,0.2619047619047619,0.5142857142857142,0.4928571428571429,0.49523809523809526,0.5428571428571428,100
precision_weighted,0.5861772516437239,0.26635309596528434,0.4703759362195951,0.5484944916194916,0.6178439539080939,0.6018779911047866,0.5755244028447114,0.6689285714285714,100
precision_macro,0.6038092746256012,0.455204204844094,0.5550394333557598,0.6010081585081586,0.6323860672088385,0.6171317212477019,0.6042045484961769,0.6744444444444444,100
f1_weighted,0.3912754358208484,0.32873803145636576,0.21129388818464445,0.19209793813901846,0.40438181342927876,0.36832583868083435,0.38015513415397506,0.4011669117824336,100
f1_macro,0.5229530105862039,0.5012747037038535,0.4559793148028442,0.4508686648057421,0.540949305779787,0.5048438535412483,0.5086695625288559,0.5229393532694158,100
recall_weighted,0.5047619047619047,0.4785714285714286,0.2714285714285714,0.2619047619047619,0.5142857142857142,0.4928571428571429,0.49523809523809526,0.5428571428571428,100
recall_macro,0.6011535688536409,0.5986301369863014,0.6066940400647007,0.6051014059972626,0.6159737242650004,0.5758231194424417,0.572698870463831,0.6015701353841224,100
