,RandomForestClassifier(),SVC(),GaussianNB(),KNeighborsClassifier(),LogisticRegression(),LGBMClassifier(verbosity=-1),"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=None, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)",MLPClassifier(),pairs_num
recall_macro,0.96005399460054,0.96005399460054,0.9479552044795521,0.9545795420457954,0.9582291770822917,0.9616538346165384,0.9564043595640436,0.9602789721027897,30
acc,0.969047619047619,0.9619047619047619,0.9547619047619048,0.9595238095238096,0.9666666666666667,0.969047619047619,0.9642857142857143,0.969047619047619,40
precision_weighted,0.969093919883213,0.9618449304942362,0.9548135360547353,0.9594320240529628,0.9667687074829932,0.9690041607009116,0.9642180923769371,0.969093919883213,40
precision_macro,0.9696865705788149,0.9608876279258283,0.9552855935891856,0.9574739340082301,0.9678571428571429,0.9680770493044861,0.962775491656358,0.9696865705788149,40
f1_weighted,0.9689179283939571,0.9617782378651945,0.9544916344916345,0.9594239147564652,0.9664975217321788,0.9689712289314145,0.96419757184394,0.9689179283939571,40
f1_macro,0.9655978476602126,0.9577294685990339,0.9495495495495496,0.9551617380164407,0.9628890964631037,0.9657119173066899,0.9604368276615654,0.9655978476602126,40
recall_weighted,0.969047619047619,0.9619047619047619,0.9547619047619048,0.9595238095238096,0.9666666666666667,0.969047619047619,0.9642857142857143,0.969047619047619,40
recall_macro,0.9618788121187881,0.9548045195480452,0.9445305469453055,0.952979702029797,0.9584541545845415,0.9634786521347865,0.9582291770822917,0.9618788121187881,40
acc,0.9619047619047619,0.9619047619047619,0.9571428571428572,0.9571428571428572,0.9642857142857143,0.9619047619047619,0.9595238095238096,0.9642857142857143,50
precision_weighted,0.9619557823129251,0.9618449304942362,0.9571428571428572,0.9570508396595352,0.9642902535833214,0.9619557823129251,0.9594865872834302,0.9644585297699817,50
precision_macro,0.9625,0.9608876279258283,0.9571428571428572,0.9541062801932367,0.9643483565926942,0.9625,0.9590101426065736,0.9660385570547121,50
f1_weighted,0.9617114534082043,0.9617782378651945,0.9569253850842299,0.9570729959695478,0.9641360712237967,0.9617114534082043,0.9593542140536362,0.9640723430197113,50
f1_macro,0.9575875388149757,0.9577294685990339,0.9522859811668476,0.952601880877743,0.9603052088387068,0.9575875388149757,0.9550125700172011,0.9601706970128023,50
recall_weighted,0.9619047619047619,0.9619047619047619,0.9571428571428572,0.9571428571428572,0.9642857142857143,0.9619047619047619,0.9595238095238096,0.9642857142857143,50
recall_macro,0.9532046795320468,0.9548045195480452,0.9479552044795521,0.9511548845115488,0.9566293370662933,0.9532046795320468,0.9513798620137986,0.955029497050295,50
acc,0.9642857142857143,0.9642857142857143,0.9547619047619048,0.9619047619047619,0.9571428571428572,0.969047619047619,0.9666666666666667,0.9619047619047619,60
precision_weighted,0.9644585297699817,0.9642902535833214,0.9548135360547353,0.9619557823129251,0.9573308077470889,0.9690041607009116,0.9667687074829932,0.9618449304942362,60
precision_macro,0.9660385570547121,0.9643483565926942,0.9552855935891856,0.9625,0.9588344125809436,0.9680770493044861,0.9678571428571429,0.9608876279258283,60
f1_weighted,0.9640723430197113,0.9641360712237967,0.9544916344916345,0.9617114534082043,0.9568475601812312,0.9689712289314145,0.9664975217321788,0.9617782378651945,60
f1_macro,0.9601706970128023,0.9603052088387068,0.9495495495495496,0.9575875388149757,0.9521228087952174,0.9657119173066899,0.9628890964631037,0.9577294685990339,60
recall_weighted,0.9642857142857143,0.9642857142857143,0.9547619047619048,0.9619047619047619,0.9571428571428572,0.969047619047619,0.9666666666666667,0.9619047619047619,60
recall_macro,0.955029497050295,0.9566293370662933,0.9445305469453055,0.9532046795320468,0.9463553644635536,0.9634786521347865,0.9584541545845415,0.9548045195480452,60
acc,0.9619047619047619,0.9642857142857143,0.9547619047619048,0.9619047619047619,0.9666666666666667,0.969047619047619,0.9595238095238096,0.969047619047619,70
precision_weighted,0.9619557823129251,0.9642902535833214,0.9548135360547353,0.9618449304942362,0.9669955802240724,0.9690097029407373,0.9594865872834302,0.9692810266276047,70
precision_macro,0.9625,0.9643483565926942,0.9552855935891856,0.9608876279258283,0.9696268886833179,0.9665830721003135,0.9590101426065736,0.9714150387874754,70
f1_weighted,0.9617114534082043,0.9641360712237967,0.9544916344916345,0.9617782378651945,0.9664369912520687,0.9690226260447657,0.9593542140536362,0.9688626972837499,70
f1_macro,0.9575875388149757,0.9603052088387068,0.9495495495495496,0.9577294685990339,0.9627621846185024,0.9658235216795299,0.9550125700172011,0.9654812707444287,70
recall_weighted,0.9619047619047619,0.9642857142857143,0.9547619047619048,0.9619047619047619,0.9666666666666667,0.969047619047619,0.9595238095238096,0.969047619047619,70
recall_macro,0.9532046795320468,0.9566293370662933,0.9445305469453055,0.9548045195480452,0.9568543145685431,0.9650784921507849,0.9513798620137986,0.9602789721027897,70
acc,0.969047619047619,0.969047619047619,0.9523809523809523,0.9714285714285714,0.9642857142857143,0.9714285714285714,0.9571428571428572,0.969047619047619,80
precision_weighted,0.969093919883213,0.969093919883213,0.9524984215085973,0.9715816326530612,0.964725107499346,0.9718279664625641,0.9571428571428572,0.9692810266276047,80
precision_macro,0.9696865705788149,0.9696865705788149,0.9534381745297564,0.9732142857142857,0.9678496814629491,0.9750231267345051,0.9571428571428572,0.9714150387874754,80
f1_weighted,0.9689179283939571,0.9689179283939571,0.9520528446458125,0.9712835900561532,0.964006354805119,0.9712317067874876,0.9569253850842299,0.9688626972837499,80
f1_macro,0.9655978476602126,0.9655978476602126,0.9468031208835749,0.9681906541112316,0.9600332421922083,0.9680818725301448,0.9522859811668476,0.9654812707444287,80
recall_weighted,0.969047619047619,0.969047619047619,0.9523809523809523,0.9714285714285714,0.9642857142857143,0.9714285714285714,0.9571428571428572,0.969047619047619,80
recall_macro,0.9618788121187881,0.9618788121187881,0.9411058894110589,0.9637036296370363,0.9534296570342966,0.9621037896210378,0.9479552044795521,0.9602789721027897,80
acc,0.9642857142857143,0.9666666666666667,0.9547619047619048,0.969047619047619,0.9642857142857143,0.969047619047619,0.9595238095238096,0.9666666666666667,90
precision_weighted,0.9644585297699817,0.9666396460296551,0.9548135360547353,0.9692810266276047,0.964725107499346,0.9695677058577165,0.9594320240529628,0.967322562827948,90
precision_macro,0.9660385570547121,0.9662073158374709,0.9552855935891856,0.9714150387874754,0.9678496814629491,0.9732661009517423,0.9574739340082301,0.9715202982601492,90
f1_weighted,0.9640723430197113,0.9665559581320451,0.9544916344916345,0.9688626972837499,0.964006354805119,0.9688055074977698,0.9594239147564652,0.9663743359007599,90
f1_macro,0.9601706970128023,0.9630132850241546,0.9495495495495496,0.9654812707444287,0.9600332421922083,0.9653621432332472,0.9551617380164407,0.9626325020971555,90
recall_weighted,0.9642857142857143,0.9666666666666667,0.9547619047619048,0.969047619047619,0.9642857142857143,0.969047619047619,0.9595238095238096,0.9666666666666667,90
recall_macro,0.955029497050295,0.96005399460054,0.9445305469453055,0.9602789721027897,0.9534296570342966,0.9586791320867913,0.952979702029797,0.9552544745525448,90
acc,0.9642857142857143,0.9714285714285714,0.95,0.969047619047619,0.9642857142857143,0.969047619047619,0.9642857142857143,0.9547619047619048,100
precision_weighted,0.9644585297699817,0.9715816326530612,0.9499910391971123,0.9692810266276047,0.964725107499346,0.9695677058577165,0.9642180923769371,0.955789299031551,100
precision_macro,0.9660385570547121,0.9732142857142857,0.9499091118564224,0.9714150387874754,0.9678496814629491,0.9732661009517423,0.962775491656358,0.9608472400513479,100
f1_weighted,0.9640723430197113,0.9712835900561532,0.949701280227596,0.9688626972837499,0.964006354805119,0.9688055074977698,0.96419757184394,0.9542321196970155,100
f1_macro,0.9601706970128023,0.9681906541112316,0.9442389758179232,0.9654812707444287,0.9600332421922083,0.9653621432332472,0.9604368276615654,0.9490157744427195,100
recall_weighted,0.9642857142857143,0.9714285714285714,0.95,0.969047619047619,0.9642857142857143,0.969047619047619,0.9642857142857143,0.9547619047619048,100
recall_macro,0.955029497050295,0.9637036296370363,0.9392810718928106,0.9602789721027897,0.9534296570342966,0.9586791320867913,0.9582291770822917,0.9397310268973103,100
