,RandomForestClassifier(),SVC(),GaussianNB(),KNeighborsClassifier(),LogisticRegression(),LGBMClassifier(verbosity=-1),"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=None, n_jobs=None,
              num_parallel_tree=None, objective='multi:softprob', ...)",MLPClassifier(),pairs_num
f1_macro,0.9528966591915752,0.9561523416641009,0.568326959817668,0.959980016248659,0.9660310816628316,0.9474980976410748,0.9525643989335756,0.9617458331140493,30
recall_weighted,0.9523809523809523,0.9547619047619048,0.6619047619047619,0.9595238095238096,0.9666666666666667,0.9476190476190476,0.9547619047619048,0.9619047619047619,30
recall_macro,0.9508591230999727,0.9553822972705662,0.6685077465871384,0.9593291536684064,0.9655591150890777,0.9450542057586667,0.9496634516793973,0.9609929050434157,30
acc,0.9714285714285714,0.9595238095238096,0.6761904761904762,0.9547619047619048,0.9666666666666667,0.9595238095238096,0.9666666666666667,0.9619047619047619,40
precision_weighted,0.9715811227779314,0.9604574678953132,0.7477821533305404,0.9547277953434895,0.9667240229425104,0.9597862740601859,0.9668024277731724,0.9619551346998156,40
precision_macro,0.9718354271907256,0.9627193810895468,0.7095079830563701,0.9553849960605053,0.9665751090080045,0.961437383942341,0.9675774216029328,0.9620258228768866,40
f1_weighted,0.9713205082412525,0.9591661705395652,0.6143474911332054,0.9546294384805946,0.9666880662366735,0.9593462139230536,0.9665514311439063,0.9617715468091966,40
f1_macro,0.9707911165375128,0.9604187602988469,0.5945258445258444,0.954660989206278,0.9667040746161134,0.9594636593168987,0.9665470065789165,0.9616723441376038,40
recall_weighted,0.9714285714285714,0.9595238095238096,0.6761904761904762,0.9547619047619048,0.9666666666666667,0.9595238095238096,0.9666666666666667,0.9619047619047619,40
recall_macro,0.9700771042144826,0.9596147200321887,0.6822063767241248,0.9541435899749224,0.9668460433049789,0.9580422254525054,0.9658446814528601,0.9616122586912376,40
acc,0.9547619047619048,0.9571428571428572,0.6880952380952381,0.9642857142857143,0.9785714285714285,0.969047619047619,0.9714285714285714,0.9738095238095238,50
precision_weighted,0.9554627235509588,0.958298724196912,0.7705841540596338,0.9645204612990553,0.9785662714698281,0.969306468350052,0.9714574289941308,0.9738358178520449,50
precision_macro,0.9570051952404893,0.9609439068394293,0.7334886414488405,0.9657263758745285,0.9785176787078854,0.969965730793442,0.9723265429991276,0.9746262489670198,50
f1_weighted,0.9544391093882306,0.9567355061524823,0.634939621781727,0.9640811277736235,0.9785597464471104,0.9689121223603983,0.9713860063672863,0.9737708497667543,50
f1_macro,0.955105583536049,0.9582441669582943,0.6156521353889776,0.9648260664989142,0.9778784121161231,0.9686424129008661,0.9708325643121435,0.9736123808014692,50
recall_weighted,0.9547619047619048,0.9571428571428572,0.6880952380952381,0.9642857142857143,0.9785714285714285,0.969047619047619,0.9714285714285714,0.9738095238095238,50
recall_macro,0.9544291563387048,0.9573316150093577,0.6926687609064185,0.9645147173618905,0.9772602065670153,0.9677939991916514,0.9694577505666606,0.9726939965213531,50
acc,0.9452380952380952,0.9595238095238096,0.6761904761904762,0.9571428571428572,0.9642857142857143,0.9547619047619048,0.95,0.9642857142857143,60
precision_weighted,0.9455795658303562,0.9604574678953132,0.7562131519274377,0.9575805248978505,0.9644179292929294,0.9552399430597188,0.9505300168357081,0.9642849000065141,60
precision_macro,0.9482987874335963,0.9627193810895468,0.7185938596941833,0.957595216920052,0.9661868686868686,0.9582468355104169,0.9540475658181894,0.964524420790935,60
f1_weighted,0.9449454118297402,0.9591661705395652,0.6150445558340296,0.956865165450263,0.9642020035679978,0.954533536529805,0.9497996130458818,0.9642763008638,60
f1_macro,0.9439492353049568,0.9604187602988469,0.5955922708605387,0.957317915678237,0.9637682599622379,0.9537949497526612,0.9495807997051777,0.9638897953339133,60
recall_weighted,0.9452380952380952,0.9595238095238096,0.6761904761904762,0.9571428571428572,0.9642857142857143,0.9547619047619048,0.95,0.9642857142857143,60
recall_macro,0.940531031588073,0.9596147200321887,0.6812532357922633,0.9579991895774369,0.9616552945663059,0.9502828053272191,0.9460503825655967,0.9632760100662466,60
acc,0.9476190476190476,0.9428571428571428,0.6904761904761905,0.9571428571428572,0.9619047619047619,0.9476190476190476,0.9523809523809523,0.969047619047619,70
precision_weighted,0.9484826591618711,0.9437858746192079,0.7439217526976558,0.9572926357705001,0.9620709040321108,0.9490660352538807,0.9536925792512385,0.9690783485808115,70
precision_macro,0.9527550988897974,0.9423120089786755,0.7079965043593628,0.959062528725879,0.9639164634854289,0.9546280178611973,0.9584654486889125,0.9700164203612479,70
f1_weighted,0.947464577750292,0.9421254330320442,0.6487614189330713,0.9569959320986595,0.9618091913854542,0.9474175059634243,0.9522076449627469,0.9689538599362723,70
f1_macro,0.9466222564852701,0.9414997754297879,0.62783459300223,0.9573791501461812,0.9609710161425841,0.9465154056641336,0.9507936507936509,0.9678342204659941,70
recall_weighted,0.9476190476190476,0.9428571428571428,0.6904761904761905,0.9571428571428572,0.9619047619047619,0.9476190476190476,0.9523809523809523,0.969047619047619,70
recall_macro,0.9418609956790426,0.9430136312245496,0.690186161269942,0.9560929077137139,0.9584190486116134,0.9405740674631414,0.9451402775088035,0.9658877173279284,70
acc,0.9404761904761905,0.9428571428571428,0.6928571428571428,0.9523809523809523,0.9666666666666667,0.9380952380952381,0.95,0.9476190476190476,80
precision_weighted,0.9411024479945449,0.9433714021949683,0.7423336001067092,0.9524011198885148,0.9667928996746731,0.9398842050481394,0.9516046013911182,0.9477036624966524,80
precision_macro,0.9449851773368437,0.942783601960957,0.7066863782550058,0.9544052026404968,0.9678144333316747,0.9467213114754097,0.9564794007490637,0.9483395546536729,80
f1_weighted,0.9402942317544193,0.9422403628117915,0.6541098435744533,0.9522981803995347,0.9666033599098998,0.9379200695891614,0.9498456997883932,0.9472434582579567,80
f1_macro,0.9396043217231633,0.9422222222222222,0.632903139073738,0.9532157620514141,0.9652458612829675,0.9380422264366491,0.948167850460114,0.9472692222434729,80
recall_weighted,0.9404761904761905,0.9428571428571428,0.6928571428571428,0.9523809523809523,0.9666666666666667,0.9380952380952381,0.95,0.9476190476190476,80
recall_macro,0.935345467894589,0.9433474185085892,0.6915161253609114,0.9521942722361311,0.9629852586572755,0.931775434655857,0.9422378188381506,0.9469604876223897,80
acc,0.9523809523809523,0.9452380952380952,0.7,0.95,0.9595238095238096,0.9523809523809523,0.95,0.9595238095238096,90
precision_weighted,0.9527161123352799,0.9464764045472014,0.7510762890550124,0.9500616270068551,0.9594124579124579,0.953571244315711,0.9516046013911182,0.9597699666062394,90
precision_macro,0.9558646766137521,0.9448726980393015,0.7152961472110407,0.9524511571667974,0.9590993265993265,0.9592426352989735,0.9564794007490637,0.9597756872612498,90
f1_weighted,0.9521882048749092,0.9444715300397585,0.6651443486004804,0.9498111658456485,0.9593189977968729,0.9522393931149823,0.9498456997883932,0.9595181782347825,90
f1_macro,0.9522219602912673,0.9435812995041869,0.6437477716144709,0.9508176805905989,0.9568224944752819,0.9528508268970496,0.948167850460114,0.9574865891985255,90
recall_weighted,0.9523809523809523,0.9452380952380952,0.7,0.95,0.9595238095238096,0.9523809523809523,0.95,0.9595238095238096,90
recall_macro,0.9492866285202893,0.944962948963341,0.6983654404294047,0.9495773799292605,0.9548490153728811,0.9479997003043881,0.9422378188381506,0.9555165899409604,90
acc,0.9595238095238096,0.9595238095238096,0.7023809523809523,0.9595238095238096,0.9785714285714285,0.9666666666666667,0.969047619047619,0.9714285714285714,100
precision_weighted,0.9600099081353687,0.9604574678953132,0.7447513269739926,0.9596406124221252,0.9785416381687881,0.96725961304613,0.9697370442393655,0.9719259054973342,100
precision_macro,0.9638602955743095,0.9627193810895468,0.7099726089484003,0.9632721526839174,0.9784883031679219,0.9714910557607187,0.9738505521021849,0.9747104247104247,100
f1_weighted,0.9594097938586704,0.9591661705395652,0.6710424917871727,0.959488982114769,0.9785332592083326,0.9666743742319227,0.9690270200489437,0.9713940438272749,100
f1_macro,0.9606167647883376,0.9604187602988469,0.6494376387993409,0.9620266321670359,0.9776846713564233,0.9678988987327362,0.9699866415212951,0.9706142110023199,100
recall_weighted,0.9595238095238096,0.9595238095238096,0.7023809523809523,0.9595238095238096,0.9785714285714285,0.9666666666666667,0.969047619047619,0.9714285714285714,100
recall_macro,0.9580422254525054,0.9596147200321887,0.6987422635885127,0.9609498691683472,0.9769264192829756,0.9648915405209985,0.9668408582597899,0.967217681418898,100
