,RandomForestClassifier(),SVC(),GaussianNB(),KNeighborsClassifier(),LogisticRegression(),LGBMClassifier(verbosity=-1),"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=None, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)",MLPClassifier(),pairs_num
f1_weighted,0.9594911263662321,0.9546502576689905,0.9449109259635574,0.9501166226092363,0.9378896365309409,0.9353302174354806,0.9473532484362809,0.9425671801123066,20
f1_macro,0.9553076821963082,0.9498866483713161,0.9389284020862968,0.9451407246151453,0.93131038647343,0.9283072546230441,0.9416828658705915,0.9363813082224635,20
recall_weighted,0.9595238095238096,0.9547619047619048,0.9452380952380952,0.95,0.9380952380952381,0.9357142857142857,0.9476190476190476,0.9428571428571428,20
recall_macro,0.9545795420457954,0.9477302269773022,0.934031596840316,0.9472802719728027,0.9285571442855715,0.9235326467353264,0.9374562543745626,0.9322067793220679,20
acc,0.9547619047619048,0.9571428571428572,0.9476190476190476,0.9428571428571428,0.9523809523809523,0.9380952380952381,0.9547619047619048,0.95,30
precision_weighted,0.9546829209835388,0.9570508396595352,0.9476660352701055,0.9437871731567725,0.9523809523809523,0.937891156462585,0.9547007015972534,0.9498792546836473,30
precision_macro,0.953671928620453,0.9541062801932367,0.9480419364785693,0.9338668499607227,0.9475052494750524,0.9357142857142857,0.9507836990595611,0.9483337146343324,30
f1_weighted,0.9545723568834759,0.9570729959695478,0.9472581291103936,0.9431161176424805,0.9523809523809523,0.937781111788332,0.9547253765269651,0.9497904997133155,30
f1_macro,0.9497199311956954,0.952601880877743,0.9414834329719324,0.937591322221947,0.9475052494750524,0.9310797505743355,0.9500497624546973,0.9444272923741897,30
recall_weighted,0.9547619047619048,0.9571428571428572,0.9476190476190476,0.9428571428571428,0.9523809523809523,0.9380952380952381,0.9547619047619048,0.95,30
recall_macro,0.9461303869613038,0.9511548845115488,0.9358564143585641,0.9418058194180582,0.9475052494750524,0.9269573042695731,0.9493300669933007,0.9408809119088091,30
acc,0.9595238095238096,0.9571428571428572,0.95,0.9571428571428572,0.9523809523809523,0.9428571428571428,0.9476190476190476,0.9523809523809523,40
precision_weighted,0.9594320240529628,0.9570502149588177,0.9498792546836473,0.957594356261023,0.9523809523809523,0.9428571428571428,0.94746078388798,0.9522554994233988,40
precision_macro,0.9574739340082301,0.9555679400141859,0.9483337146343324,0.9503703703703703,0.9475052494750524,0.937006299370063,0.9449285641909008,0.9502482521025433,40
f1_weighted,0.9594239147564652,0.9570005175983436,0.9497904997133155,0.9572748694072223,0.9523809523809523,0.9428571428571428,0.9474450770646422,0.9522227973314931,40
f1_macro,0.9551617380164407,0.9524456521739131,0.9444272923741897,0.9530504769475356,0.9475052494750524,0.937006299370063,0.9418780193236715,0.9471618357487923,40
recall_weighted,0.9595238095238096,0.9571428571428572,0.95,0.9571428571428572,0.9523809523809523,0.9428571428571428,0.9476190476190476,0.9523809523809523,40
recall_macro,0.952979702029797,0.9495550444955505,0.9408809119088091,0.9559544045595441,0.9475052494750524,0.937006299370063,0.9390560943905609,0.9443055694430558,40
acc,0.9595238095238096,0.9571428571428572,0.9547619047619048,0.9642857142857143,0.9571428571428572,0.9452380952380952,0.9571428571428572,0.9642857142857143,50
precision_weighted,0.9594320240529628,0.9570502149588177,0.9548135360547353,0.964559017594011,0.9570508396595352,0.9450755883837558,0.9573308077470889,0.9642180923769371,50
precision_macro,0.9574739340082301,0.9555679400141859,0.9552855935891856,0.9587285470170137,0.9541062801932367,0.9429955006482117,0.9588344125809436,0.962775491656358,50
f1_weighted,0.9594239147564652,0.9570005175983436,0.9544916344916345,0.9643690161494546,0.9570729959695478,0.9450086425431549,0.9568475601812312,0.96419757184394,50
f1_macro,0.9551617380164407,0.9524456521739131,0.9495495495495496,0.9608148032965325,0.952601880877743,0.9391346535526837,0.9521228087952174,0.9604368276615654,50
recall_weighted,0.9595238095238096,0.9571428571428572,0.9547619047619048,0.9642857142857143,0.9571428571428572,0.9452380952380952,0.9571428571428572,0.9642857142857143,50
recall_macro,0.952979702029797,0.9495550444955505,0.9445305469453055,0.9630286971302869,0.9511548845115488,0.9356314368563143,0.9463553644635536,0.9582291770822917,50
acc,0.9619047619047619,0.9571428571428572,0.95,0.9619047619047619,0.95,0.9428571428571428,0.9547619047619048,0.9571428571428572,60
precision_weighted,0.9618285599263859,0.9570502149588177,0.9498792546836473,0.9619047619047619,0.9499910391971123,0.9426660683525613,0.9548135360547353,0.9571428571428572,60
precision_macro,0.9593900966183575,0.9555679400141859,0.9483337146343324,0.958004199580042,0.9499091118564224,0.9396088762792583,0.9552855935891856,0.9527547245275472,60
f1_weighted,0.9618426630840424,0.9570005175983436,0.9497904997133155,0.9619047619047619,0.949701280227596,0.9426673567977916,0.9544916344916345,0.9571428571428572,60
f1_macro,0.9578683385579938,0.9524456521739131,0.9444272923741897,0.958004199580042,0.9442389758179232,0.9365942028985508,0.9495495495495496,0.9527547245275472,60
recall_weighted,0.9619047619047619,0.9571428571428572,0.95,0.9619047619047619,0.95,0.9428571428571428,0.9547619047619048,0.9571428571428572,60
recall_macro,0.9564043595640436,0.9495550444955505,0.9408809119088091,0.958004199580042,0.9392810718928106,0.9338066193380662,0.9445305469453055,0.9527547245275472,60
acc,0.9619047619047619,0.9571428571428572,0.9476190476190476,0.9642857142857143,0.9571428571428572,0.9547619047619048,0.9547619047619048,0.95,70
precision_weighted,0.9618285599263859,0.9570502149588177,0.94746078388798,0.964559017594011,0.9570502149588177,0.9550399107826051,0.9553643367678455,0.9498792546836473,70
precision_macro,0.9593900966183575,0.9555679400141859,0.9449285641909008,0.9587285470170137,0.9555679400141859,0.9570168424853628,0.9588693957115009,0.9483337146343324,70
f1_weighted,0.9618426630840424,0.9570005175983436,0.9474450770646422,0.9643690161494546,0.9570005175983436,0.9544080494198174,0.9543215591547959,0.9497904997133155,70
f1_macro,0.9578683385579938,0.9524456521739131,0.9418780193236715,0.9608148032965325,0.9524456521739131,0.9493754401101306,0.9491975375448023,0.9444272923741897,70
recall_weighted,0.9619047619047619,0.9571428571428572,0.9476190476190476,0.9642857142857143,0.9571428571428572,0.9547619047619048,0.9547619047619048,0.95,70
recall_macro,0.9564043595640436,0.9495550444955505,0.9390560943905609,0.9630286971302869,0.9495550444955505,0.942930706929307,0.9413308669133087,0.9408809119088091,70
acc,0.9547619047619048,0.9595238095238096,0.9476190476190476,0.9619047619047619,0.9547619047619048,0.9476190476190476,0.9452380952380952,0.9523809523809523,80
precision_weighted,0.9548135360547353,0.9596360329123584,0.94746078388798,0.9620717881747293,0.9550399107826051,0.9482512512363259,0.9451685423394888,0.9531264755145352,80
precision_macro,0.9552855935891856,0.9606620753219488,0.9449285641909008,0.956726947535771,0.9570168424853628,0.9516230038618099,0.9445326301236591,0.9571025988936437,80
f1_weighted,0.9544916344916345,0.9592819887556729,0.9474450770646422,0.9619645660461986,0.9544080494198174,0.9470578231292516,0.9449109259635574,0.9518707482993198,80
f1_macro,0.9495495495495496,0.954860123281176,0.9418780193236715,0.9581371009942439,0.9493754401101306,0.9410714285714286,0.9389284020862968,0.9464285714285716,80
recall_weighted,0.9547619047619048,0.9595238095238096,0.9476190476190476,0.9619047619047619,0.9547619047619048,0.9476190476190476,0.9452380952380952,0.9523809523809523,80
recall_macro,0.9445305469453055,0.9497800219978002,0.9390560943905609,0.9596040395960403,0.942930706929307,0.9326567343265673,0.934031596840316,0.9379062093790621,80
acc,0.9595238095238096,0.9595238095238096,0.95,0.969047619047619,0.9452380952380952,0.9380952380952381,0.9523809523809523,0.9476190476190476,90
precision_weighted,0.9594320240529628,0.9594320240529628,0.9498792546836473,0.9695801519110808,0.945636313004734,0.937891156462585,0.9522554994233988,0.94746078388798,90
precision_macro,0.9574739340082301,0.9574739340082301,0.9483337146343324,0.9627637312587705,0.947953216374269,0.9357142857142857,0.9502482521025433,0.9449285641909008,90
f1_weighted,0.9594239147564652,0.9594239147564652,0.9497904997133155,0.9691656546168518,0.9447050452926475,0.937781111788332,0.9522227973314931,0.9474450770646422,90
f1_macro,0.9551617380164407,0.9551617380164407,0.9444272923741897,0.9661439440444965,0.9385022822910765,0.9310797505743355,0.9471618357487923,0.9418780193236715,90
recall_weighted,0.9595238095238096,0.9595238095238096,0.95,0.969047619047619,0.9452380952380952,0.9380952380952381,0.9523809523809523,0.9476190476190476,90
recall_macro,0.952979702029797,0.952979702029797,0.9408809119088091,0.9698780121987801,0.9308319168083192,0.9269573042695731,0.9443055694430558,0.9390560943905609,90
acc,0.9642857142857143,0.9571428571428572,0.9523809523809523,0.9666666666666667,0.9476190476190476,0.9523809523809523,0.9452380952380952,0.9547619047619048,100
precision_weighted,0.9642180923769371,0.9570508396595352,0.9522554994233988,0.9670617283950617,0.9479100090740521,0.9522731193926847,0.9450755883837558,0.9546829209835388,100
precision_macro,0.962775491656358,0.9541062801932367,0.9502482521025433,0.9607407407407407,0.9497721623860812,0.948822463768116,0.9429955006482117,0.953671928620453,100
f1_weighted,0.96419757184394,0.9570729959695478,0.9522227973314931,0.9667693428722839,0.9471596707011943,0.9523033288550532,0.9450086425431549,0.9545723568834759,100
f1_macro,0.9604368276615654,0.952601880877743,0.9471618357487923,0.9634837042925277,0.9412796461526729,0.9473354231974922,0.9391346535526837,0.9497199311956954,100
recall_weighted,0.9642857142857143,0.9571428571428572,0.9523809523809523,0.9666666666666667,0.9476190476190476,0.9523809523809523,0.9452380952380952,0.9547619047619048,100
recall_macro,0.9582291770822917,0.9511548845115488,0.9443055694430558,0.9664533546645335,0.9342565743425657,0.9459054094590541,0.9356314368563143,0.9461303869613038,100
